TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,TOTFZ,MEANPOT,EPSZ,MEANSHR,SHRGT45,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,TOTFY,MEANJZD,MEANALP,TOTFX,EPSY,EPSX,R_VALUE,FLARE_CLASS
5.646954015503525e-10,0.2024720979270752,1.0727689570000363e-11,0.3329941101300449,2.6992297286199123e-13,0.2869244266328156,0.2051936502868374,3.165741974120451e-12,0.1425246691400976,5.8059668184284866e-12,0.5313236442734992,4.130654152056934e-12,6.135265906426214e-13,3.420130845199765e-11,1.597333376679444e-12,9.382494781107198e-13,7.055606099370948e-13,0.2944506119664078,0.4330966744172061,6.434186516912632e-12,0.435377328491491,0.2666280669438614,1.1682219427933127e-11,0.2157969362781829,3.0
4.168572154128469e-10,0.2024720979453531,6.750960901413805e-12,0.3329941101315856,2.8831104170734534e-14,0.2869244266323602,0.2051936502788248,6.955963582910839e-12,0.1425246691400621,6.007888631032188e-12,0.5313236442735191,5.3843457470392756e-12,3.0808688933348094e-15,2.937716736539642e-11,2.4795165920465934e-12,1.6820433934583434e-12,0.9999999999999896,0.294450611965768,0.4330966744176842,2.272515509105233e-12,0.4353773285103049,0.2666280669441422,1.0381249679336511e-11,0.2157969362785736,3.0
1.7272228092224395e-10,0.2024720979766424,4.8075710079587e-12,0.3329941101345587,3.3805597210445626e-13,0.2869244266326597,0.2051936502513935,6.10480416218806e-12,0.1425246691388261,6.429412557906744e-12,0.5313236442735133,5.7629595540120696e-12,9.232198339148567e-15,2.362909867770213e-11,5.019429316632795e-12,2.717492897374996e-12,4.553163401865845e-13,0.467035685033838,0.4330966744177348,1.1839640379207594e-11,0.2536740282843281,0.2666280669472509,1.0603516328866467e-11,0.2157969362780651,3.0
1.669637761381182e-10,0.2024720979777647,4.86202050842266e-12,0.3329941101346236,3.406788740001332e-13,0.2869244266326585,0.2051936502510695,6.005911046269574e-12,0.1425246691388242,6.432965271585545e-12,0.5313236442735126,5.767483712837418e-12,9.232198339148567e-15,2.4110824448086987e-11,4.8244186423573865e-12,2.6348367931916528e-12,4.587996649263459e-13,0.4670356850338458,0.4330966744177359,1.1802336885580188e-11,0.2536740282843065,0.2666280669472559,1.0603516328866467e-11,0.2157969362780764,3.0
1.4796697200836206e-10,0.2024720979782048,4.876217485350054e-12,0.332994110134701,3.406788740001332e-13,0.2869244266326589,0.2051936502509576,5.9625741843927216e-12,0.1425246691388214,6.436517985264345e-12,0.5313236442735133,5.776559786063729e-12,9.232198339148567e-15,2.4510116158893425e-11,4.7176151873884464e-12,2.566780121782131e-12,4.65752436618061e-13,0.4670356850338443,0.4330966744177225,1.178346309416156e-11,0.253674028284281,0.2666280669472588,1.0603516328866467e-11,0.215796936278138,3.0
1.4187451213842903e-10,0.2024720979788513,4.8927875639925844e-12,0.3329941101347943,3.459177388975832e-13,0.2869244266326617,0.2051936502508339,5.9081246839287616e-12,0.1425246691388186,6.44359565704633e-12,0.5313236442735126,5.790160018115387e-12,9.232198339148567e-15,2.520633701763586e-11,4.652611629296644e-12,2.542521748694071e-12,4.726913305219682e-13,0.4670356850338427,0.4330966744177202,1.1736722704824842e-11,0.2536740282842643,0.2666280669472588,1.0605554628950742e-11,0.215796936278153,3.0
1.317714826143401e-10,0.2024720979790808,4.9069914798138825e-12,0.3329941101348839,3.537795056907101e-13,0.2869244266326629,0.2051936502506728,5.858123014457206e-12,0.1425246691387795,6.457778756185917e-12,0.5313236442735121,5.812822445605548e-12,9.232198339148567e-15,2.5470292541740488e-11,4.629407968081978e-12,2.537581256234489e-12,4.796441022136834e-13,0.4670356850338396,0.4330966744177124,1.1699419211197435e-11,0.2536740282842447,0.2666280669472574,1.0605554628950742e-11,0.215796936278153,3.0
1.2457368470109031e-10,0.2024720979791651,4.921188456741277e-12,0.332994110134947,3.5901837058816e-13,0.2869244266326664,0.2051936502505668,5.8158998450519306e-12,0.1425246691387767,6.4754590578530724e-12,0.5313236442735121,5.8218985188318576e-12,9.232198339148567e-15,2.5694668615017235e-11,4.596933944611692e-12,2.532807297228601e-12,4.831274269534447e-13,0.4670356850338396,0.4330966744177101,1.1671330568674419e-11,0.253674028284226,0.2666280669472602,1.0603516328866467e-11,0.2157969362781548,3.0
1.1904699448450629e-10,0.2024720979792535,4.935399311456479e-12,0.3329941101351059,3.537795056907101e-13,0.2869244266326672,0.2051936502505118,5.802563290968621e-12,0.1425246691387851,6.468409141646703e-12,0.5313236442735126,5.826436555445014e-12,9.232198339148567e-15,2.6559199284292845e-11,4.378664097970386e-12,2.3723245590190345e-12,4.796441022136834e-13,0.4670356850338364,0.433096674417709,1.1680656442081272e-11,0.2536740282842034,0.2666280669472617,1.0601476294058719e-11,0.2157969362781567,3.0
0.999999999999306,0.9999999999999728,0.999999999999986,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555352,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,1.0,1.0,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,0.9999999999999906,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
1.0156675500638812e-10,0.2024720979756969,4.795747132746442e-12,0.3329941101353161,2.017899736195261e-13,0.28692442663264,0.205193650251639,6.4170439795230294e-12,0.1425246691388317,6.213335401739073e-12,0.5313236442735217,5.6473298259973595e-12,5.1313120419393946e-15,3.107319956896504e-11,2.702393864240093e-12,1.803612814654798e-12,3.962247197009106e-13,0.4670356850340633,0.4330966744177708,1.2756240508338124e-11,0.2536740282841749,0.2666280669473714,1.0654492912931524e-11,0.2157969362788709,3.0
1.0190071009219535e-10,0.2024720979756906,4.795747132746442e-12,0.3329941101353,1.9916707172384923e-13,0.2869244266326337,0.2051936502516547,6.411485925506e-12,0.1425246691388279,6.213335401739073e-12,0.5313236442735211,5.641667688571772e-12,5.1313120419393946e-15,3.1162294966691206e-11,2.688460565281048e-12,1.803612814654798e-12,3.962247197009106e-13,0.4670356850340977,0.4330966744177821,1.2765455359442512e-11,0.2536740282841769,0.2666280669473952,1.0652454612847252e-11,0.2157969362788858,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555352,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959649,1.0,0.9999999999999952,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,0.9999999999999906,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,0.9999999999999972,0.3068732006789939,0.6442429568925689,0.2836734558555341,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,0.9999999999999968,1.0,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,1.0,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
0.999999999999306,0.9999999999999748,0.999999999999986,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555341,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,1.0,1.0,0.9999999999999952,0.804390139946444,0.9999999999999984,0.1101182379988137,0.9999999999999906,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555352,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959649,1.0,1.0,0.9999999999999952,0.804390139946444,0.9999999999999984,0.1101182379988137,0.9999999999999906,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555341,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,0.9999999999999968,0.9999999999999952,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,1.0,0.5117056661171375,0.4569800476363966,0.2367549927332083,0.9999999999999888,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555352,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,1.0,0.9999999999999952,0.9999999999999952,0.804390139946444,0.9999999999999984,0.1101182379988137,1.0,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999908,3.0
0.999999999999306,0.9999999999999748,0.9999999999999836,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555341,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,0.9999999999999968,0.9999999999999952,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,1.0,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999908,3.0
6.04643002333205e-10,0.2024720979239882,1.0493342306183706e-11,0.3329941101296386,4.297812106202059e-13,0.2869244266326506,0.2051936502846575,5.744814346453353e-13,0.1425246691405506,3.1562530367068575e-12,0.5313236442735823,2.338504390131391e-12,7.756330300257019e-13,3.034728024431388e-11,3.58002516520628e-12,1.0451639553821224e-12,5.595801599866945e-13,0.4670356850333969,0.4330966744171926,4.732103597859805e-12,0.4353773284921489,0.2666280669458886,1.2063537668804967e-11,0.2157969362783418,3.0
0.999999999999306,0.9999999999999748,0.999999999999986,0.3854823364233843,1.0,0.3068732006789939,0.6442429568925689,0.2836734558555341,4.649058915617843e-15,0.9999999999999966,0.4501331583962066,0.0979955792045233,0.2551655763959639,1.0,0.9999999999999952,1.0,0.804390139946444,0.9999999999999984,0.1101182379988137,0.9999999999999906,0.5117056661171375,0.4569800476363959,0.2367549927332083,0.9999999999999888,3.0
5.908389333342257e-10,0.2024720979242956,1.2590595233064049e-11,0.3329941101297122,1.9654416982817227e-13,0.2869244266328373,0.2051936502864977,4.934733177641704e-12,0.1425246691388969,6.337319558014087e-12,0.5313236442734985,5.976066863588869e-12,8.310366284014493e-14,2.3714863406354425e-11,6.236011707017042e-12,3.2960301155071647e-12,7.194522755327172e-13,0.4670356850331154,0.4330966744178226,6.724176770944723e-12,0.4353773284905209,0.2666280669453811,1.0654492912931524e-11,0.2157969362781698,3.0
5.911733325092428e-10,0.202472097924243,1.2595327558706517e-11,0.3329941101297048,1.9916707172384923e-13,0.2869244266328412,0.205193650286533,4.8947304542856784e-12,0.1425246691388997,6.294798016170944e-12,0.5313236442734979,5.977190964401302e-12,8.20801759893186e-14,2.386335573589804e-11,6.198819235692099e-12,3.2910896230475828e-12,7.194522755327172e-13,0.4670356850331075,0.4330966744178226,6.714739875235409e-12,0.4353773284905199,0.2666280669453703,1.065857298254702e-11,0.2157969362781548,3.0
5.918927570291999e-10,0.2024720979240576,1.2604792209991444e-11,0.3329941101296955,1.9654416982817227e-13,0.2869244266328393,0.2051936502866135,4.761389199581245e-12,0.1425246691389379,6.252304229903416e-12,0.5313236442734985,5.976066863588869e-12,8.20801759893186e-14,2.4397928122255053e-11,6.078137992915345e-12,3.266831249959523e-12,7.194522755327172e-13,0.4670356850331044,0.4330966744178226,6.714739875235409e-12,0.4353773284905228,0.2666280669453522,1.0656532947739272e-11,0.2157969362781362,3.0
5.933067370733625e-10,0.2024720979239608,1.2621362288633977e-11,0.3329941101296708,1.9654416982817227e-13,0.2869244266328365,0.2051936502867903,4.665830222183587e-12,0.1425246691390032,6.213335401739073e-12,0.5313236442734992,5.971528826975714e-12,8.20801759893186e-14,2.4982016455510347e-11,5.725253604538239e-12,3.2182589926321725e-12,7.194522755327172e-13,0.4670356850331044,0.4330966744178226,6.714739875235409e-12,0.4353773284905385,0.2666280669453169,1.0652454612847252e-11,0.2157969362781119,3.0
5.939235769858442e-10,0.2024720979236765,1.262609461427644e-11,0.3329941101296423,2.070288385169761e-13,0.2869244266328412,0.2051936502868688,4.5624927447196476e-12,0.1425246691390694,6.163736188113944e-12,0.5313236442734998,5.957928594924056e-12,8.20801759893186e-14,2.5572599593459696e-11,5.516254120152553e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850331013,0.4330966744178226,6.724176770944723e-12,0.4353773284905562,0.2666280669453132,1.0646337977870957e-11,0.2157969362781044,3.0
5.944893466391932e-10,0.2024720979236744,1.2607165311706579e-11,0.3329941101296325,2.070288385169761e-13,0.286924426632859,0.2051936502868904,4.4924862441231276e-12,0.1425246691390703,6.142503172767988e-12,0.5313236442735004,5.95225257971066e-12,7.489148190487073e-14,2.585637259855389e-11,5.493050458937887e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850330997,0.4330966744178226,6.724176770944723e-12,0.4353773284905611,0.2666280669453132,1.0644297943063208e-11,0.2157969362780764,3.0
5.955946846825101e-10,0.2024720979236744,1.2592961395885284e-11,0.3329941101296343,2.0440593662129918e-13,0.2869244266328716,0.2051936502868826,4.464706382378836e-12,0.1425246691390675,6.131872787307202e-12,0.5313236442735011,5.95225257971066e-12,7.181755190543981e-14,2.5945467996280055e-11,5.488443033385693e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850331013,0.4330966744178057,6.724176770944723e-12,0.4353773284905631,0.2666280669453169,1.0644297943063208e-11,0.2157969362780614,3.0
5.962630389433342e-10,0.2024720979236744,1.257402515442152e-11,0.332994110129638,2.017899736195261e-13,0.2869244266328791,0.2051936502868826,4.4547074362633055e-12,0.1425246691390712,6.117689688167616e-12,0.5313236442735011,5.95225257971066e-12,7.181755190543981e-14,2.6031288236083583e-11,5.446643136508556e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850331044,0.4330966744177978,6.724176770944723e-12,0.4353773284905651,0.2666280669453241,1.0644297943063208e-11,0.2157969362780595,3.0
5.965201665958374e-10,0.2024720979236807,1.2517216430030231e-11,0.3329941101296405,2.017899736195261e-13,0.2869244266328882,0.2051936502868806,4.433595851560668e-12,0.1425246691390656,6.114136974488815e-12,0.5313236442735011,5.95225257971066e-12,7.079059560766154e-14,2.611044713773936e-11,5.404843239631418e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850331107,0.4330966744178079,6.7335026443515744e-12,0.4353773284905621,0.2666280669453335,1.0642257908255459e-11,0.2157969362780595,3.0
5.967515370741694e-10,0.2024720979237123,1.2486442435566404e-11,0.3329941101296467,1.9916707172384923e-13,0.2869244266328941,0.2051936502868845,4.419149074452733e-12,0.1425246691390619,6.10705930270683e-12,0.531323644273505,5.9533905583108996e-12,6.77131961612787e-14,2.619299221962024e-11,5.372313705009901e-12,3.2085445411667024e-12,7.194522755327172e-13,0.4670356850331091,0.4330966744178113,6.7335026443515744e-12,0.4353773284905601,0.2666280669453493,1.0642257908255459e-11,0.2157969362780595,3.0
5.967515370741694e-10,0.2024720979236744,1.2476977784281472e-11,0.3329941101296584,1.9916707172384923e-13,0.2869244266329004,0.2051936502868787,4.3680337125095995e-12,0.142524669139061,6.1035065890280285e-12,0.5313236442735069,5.951128478898227e-12,5.950795411990839e-14,2.6509738848545794e-11,5.223765864315055e-12,3.2085445411667024e-12,7.194522755327172e-13,0.467035685033106,0.4330966744178147,6.742828517758426e-12,0.4353773284905651,0.2666280669453486,1.0642257908255459e-11,0.2157969362780614,3.0
5.975739902908116e-10,0.2024720979236218,1.2476977784281472e-11,0.332994110129651,1.9916707172384923e-13,0.2869244266329434,0.2051936502869022,4.2846975967236745e-12,0.1425246691390945,6.068118230118103e-12,0.5313236442735082,5.928452173620258e-12,5.0268816886855916e-14,2.662853271218069e-11,5.1587623062232516e-12,3.203659559858352e-12,7.194522755327172e-13,0.4670356850331029,0.4330966744178248,6.7335026443515744e-12,0.4353773284905788,0.2666280669453349,1.0638181308086914e-11,0.2157969362780782,3.0
6.001190655524623e-10,0.2024720979234638,1.2486442435566404e-11,0.3329941101296046,2.0440593662129918e-13,0.2869244266329422,0.2051936502869061,4.088018118464376e-12,0.1425246691391831,6.050382417299716e-12,0.5313236442735082,5.9171140209812726e-12,4.4117487441042164e-14,2.738081983366669e-11,5.014821891080601e-12,3.1648017539964712e-12,7.194522755327172e-13,0.4670356850330997,0.4330966744178259,6.724176770944723e-12,0.4353773284906004,0.2666280669453147,1.0632062938387143e-11,0.2157969362780857,3.0
6.015068443332439e-10,0.202472097923367,1.2486442435566404e-11,0.3329941101295991,2.0440593662129918e-13,0.2869244266329584,0.2051936502868787,3.929120917511853e-12,0.142524669139267,6.029121646378144e-12,0.5313236442735101,5.889913556877957e-12,3.5908775952719913e-14,2.77603495746348e-11,4.931222097326327e-12,3.1356028884488296e-12,7.194522755327172e-13,0.4670356850330966,0.4330966744178259,6.714739875235409e-12,0.4353773284906102,0.2666280669453031,1.0623906268603099e-11,0.2157969362781081,3.0
6.024327703357811e-10,0.2024720979232743,1.2488801659493731e-11,0.3329941101295948,2.070288385169761e-13,0.2869244266329608,0.2051936502868727,3.826893663072539e-12,0.1425246691392782,6.014966302814173e-12,0.5313236442735121,5.886499621077235e-12,2.8727020762175925e-14,2.773065110872608e-11,4.931222097326327e-12,3.12588843698336e-12,7.194522755327172e-13,0.4670356850330966,0.4330966744178169,6.714739875235409e-12,0.4353773284906131,0.2666280669452879,1.0623906268603099e-11,0.2157969362781156,3.0
6.032037092040811e-10,0.2024720979232217,1.2472231580851199e-11,0.3329941101296003,2.1489060531010298e-13,0.2869244266329801,0.2051936502868688,3.723549246714697e-12,0.1425246691392689,6.000783203674587e-12,0.5313236442735146,5.881975462251887e-12,2.46226650180148e-14,2.764816153799643e-11,4.945155396285372e-12,3.12588843698336e-12,7.194522755327172e-13,0.4670356850330935,0.4330966744178158,6.705525024131021e-12,0.4353773284906151,0.2666280669452721,1.0627984603495122e-11,0.2157969362781175,3.0
6.037947919423914e-10,0.2024720979231353,1.2498280188566468e-11,0.3329941101296009,2.070288385169761e-13,0.2869244266329821,0.2051936502868531,3.592435376953418e-12,0.1425246691392465,6.000783203674587e-12,0.5313236442735153,5.868375230200229e-12,2.1545265571631944e-14,2.7562341298192905e-11,4.959088695244418e-12,3.116118474366658e-12,7.194522755327172e-13,0.4670356850330653,0.4330966744178113,6.696088128421707e-12,0.4353773284906181,0.2666280669452547,1.0627984603495122e-11,0.2157969362781436,3.0
6.054658996390572e-10,0.20247209792295,1.2517216430030231e-11,0.3329941101295941,1.9392820682639922e-13,0.2869244266329797,0.2051936502868099,3.369086259974452e-12,0.1425246691392866,5.983102902007431e-12,0.5313236442735179,5.8592991569739175e-12,1.9494822423027358e-14,2.7509494682220748e-11,4.968359057500038e-12,3.106404022901188e-12,7.194522755327172e-13,0.4670356850330419,0.4330966744178102,6.6585625901893755e-12,0.4353773284906269,0.2666280669451435,1.0627984603495122e-11,0.215796936278153,3.0
6.068541225090485e-10,0.2024720979226531,1.2562194340315358e-11,0.3329941101295762,1.9654416982817227e-13,0.2869244266329746,0.205193650286698,3.215743643592006e-12,0.1425246691393425,5.9547367037282576e-12,0.5313236442735191,5.850236961535416e-12,1.846439667829713e-14,2.7575497441034716e-11,4.949818332988798e-12,2.9557467584595547e-12,7.229356002724785e-13,0.4670356850330278,0.4330966744178102,6.555755938109087e-12,0.4353773284906446,0.2666280669451226,1.0623906268603099e-11,0.2157969362781623,3.0
6.077534031589947e-10,0.2024720979225163,1.2581123642885215e-11,0.3329941101295601,1.9654416982817227e-13,0.2869244266329707,0.2051936502866567,3.060184050607262e-12,0.1425246691393984,5.919320589242716e-12,0.5313236442735211,5.901237831729134e-12,2.46226650180148e-14,2.795824682877424e-11,4.908018436111661e-12,2.8584912215023905e-12,7.229356002724785e-13,0.4670356850330137,0.4330966744178102,6.5184524444816816e-12,0.4353773284906613,0.2666280669450966,1.061982793371108e-11,0.2157969362781623,3.0
6.089875270731682e-10,0.2024720979224152,1.2597693721527747e-11,0.3329941101295527,1.9392820682639922e-13,0.286924426632973,0.2051936502865939,2.95906008029867e-12,0.1425246691395476,5.9122429174607305e-12,0.5313236442735223,5.919389978181755e-12,2.564615186884112e-14,2.8067215218641195e-11,4.870881475937949e-12,2.80991896417504e-12,7.229356002724785e-13,0.4670356850330027,0.4330966744178158,6.5184524444816816e-12,0.435377328490674,0.2666280669450671,1.0615751333542534e-11,0.2157969362781736,3.0
6.116613882056754e-10,0.2024720979223268,1.2623735390349111e-11,0.332994110129536,1.9392820682639922e-13,0.2869244266329726,0.2051936502864859,2.7379383482628583e-12,0.1425246691396473,5.89808757389676e-12,0.5313236442735223,5.932976332445605e-12,3.283137650633705e-14,2.8133217977455157e-11,4.870881475937949e-12,2.7223778786833464e-12,7.194522755327172e-13,0.4670356850329746,0.4330966744178226,6.490363801958665e-12,0.4353773284907172,0.266628066944979,1.0609632963842763e-11,0.2157969362782091,3.0
6.128693108564676e-10,0.202472097922253,1.2635573143349175e-11,0.3329941101295261,1.9654416982817227e-13,0.2869244266329718,0.205193650286425,2.574596785764882e-12,0.1425246691396697,5.894507104642344e-12,0.5313236442735223,5.297068339515931e-12,2.1545265571631944e-14,2.8172741917131816e-11,4.870881475937949e-12,2.683520072821466e-12,7.194522755327172e-13,0.4670356850329715,0.4330966744178259,6.471601032842499e-12,0.4353773284907251,0.2666280669449689,1.0605554628950742e-11,0.2157969362782184,3.0
6.1330629463896e-10,0.2024720979221667,1.2645037794634106e-11,0.3329941101295317,1.9916707172384923e-13,0.286924426632973,0.2051936502864113,2.4056971692498763e-12,0.1425246691396809,5.855566032053616e-12,0.5313236442735223,5.2959303609156905e-12,1.846439667829713e-14,2.8179403255279567e-11,4.870881475937949e-12,2.6348367931916528e-12,7.194522755327172e-13,0.4670356850329715,0.4330966744178113,6.4155347700989296e-12,0.4353773284907291,0.266628066944966,1.0607592929035016e-11,0.2157969362782128,3.0
5.2004178741071876e-11,1.9035883980222934e-12,6.260970908389396e-12,0.3329941101353798,3.406996906818449e-14,0.2869244266325113,0.9999999999999648,0.9999999999999992,0.1425246691398701,6.213335401739073e-12,0.5313236442735197,5.3163445867809855e-12,8.208711488322251e-15,1.1218803663837209e-13,1.0665746064120183e-11,3.3300584512119258e-12,7.194522755327172e-13,0.2944506119655475,0.4330966744178361,6.929901097407765e-12,0.2536740282835013,0.2666280669456742,1.0589241289382656e-11,0.2157969362743673,3.0
